leader,follower,lag_days,train_events,train_success_rate,train_average_return,train_baseline_rate,train_uplift,test_events,test_success_rate,test_average_return,test_median_return,test_baseline_rate,test_uplift,relationship_score
SKYMD,AKFYE,3,49,10.2,0.0,13.12,-2.92,13,46.15,1.8,0.0,11.72,34.44,33.78
YYLGD,YEOTK,5,13,15.38,0.52,15.9,-0.52,6,50.0,2.75,2.86,19.59,30.41,33.78
CLEBI,TRALT,3,42,14.29,0.32,10.74,3.55,8,50.0,2.55,2.47,24.69,25.31,33.78
EDIP,KTLEV,5,38,23.68,0.23,20.8,2.88,11,45.45,2.55,2.97,28.57,16.88,33.78
TRCAS,ALBRK,3,36,8.33,0.49,11.73,-3.4,6,50.0,2.07,2.97,7.53,42.47,33.77
VKGYO,SURGY,3,16,6.25,0.01,15.01,-8.76,6,50.0,3.23,2.42,14.11,35.89,33.77
MPARK,HURGZ,3,20,10.0,-0.44,15.11,-5.11,6,50.0,2.91,1.98,15.48,34.52,33.77
AKFGY,VERUS,2,16,12.5,0.78,15.08,-2.58,6,50.0,3.01,2.31,18.75,31.25,33.77
YYLGD,CRFSA,1,13,15.38,-0.52,12.67,2.71,6,50.0,2.79,2.4,21.99,28.01,33.77
GARFA,KTLEV,5,30,23.33,0.54,20.8,2.53,8,50.0,1.96,1.75,28.57,21.43,33.77
TURGG,PRZMA,5,57,14.04,-0.35,14.51,-0.48,11,45.45,3.74,1.97,25.74,19.72,33.77
ONRYT,HLGYO,1,29,3.45,-0.11,12.03,-8.58,10,50.0,1.89,2.53,11.34,38.66,33.76
AGHOL,TRALT,2,14,0.0,-1.26,10.71,-10.71,5,60.0,2.12,3.09,24.58,35.42,33.76
TBORG,MOGAN,1,19,15.79,0.56,7.71,8.08,4,50.0,2.23,2.79,17.28,32.72,33.76
AYGAZ,SARKY,4,12,16.67,-0.03,9.13,7.54,6,50.0,1.94,2.86,20.59,29.41,33.76
ALFAS,TCKRC,1,12,16.67,0.85,15.44,1.23,11,45.45,2.24,2.31,18.11,27.35,33.76
AKSA,IHAAS,5,22,13.64,-1.18,17.5,-3.86,6,50.0,3.62,3.13,24.47,25.53,33.76
EDIP,SARKY,2,55,16.36,0.29,9.29,7.08,11,45.45,2.01,2.66,20.42,25.04,33.76
CATES,KTLEV,1,11,9.09,0.16,20.8,-11.71,12,50.0,2.71,3.03,28.11,21.89,33.76
BEGYO,ORMA,5,31,16.13,0.23,20.96,-4.83,4,50.0,2.09,2.51,10.55,39.45,33.75
TBORG,DESA,1,28,17.86,0.07,13.81,4.05,4,50.0,1.54,2.77,11.2,38.8,33.75
VKGYO,AHGAZ,2,19,0.0,-0.93,10.32,-10.32,6,50.0,3.89,2.14,12.92,37.08,33.75
TABGD,KARTN,5,17,5.88,0.2,13.37,-7.49,4,50.0,4.13,3.6,15.61,34.39,33.75
EDIP,FORTE,4,38,2.63,-0.74,13.67,-11.04,12,50.0,2.11,2.59,17.23,32.77,33.75
BEGYO,SEGMN,2,27,3.7,-0.17,10.71,-7.01,4,50.0,4.93,5.0,19.42,30.58,33.75
YATAS,ESCOM,2,12,16.67,1.29,18.38,-1.71,6,50.0,2.61,2.7,20.0,30.0,33.75
GOODY,LIDER,4,17,23.53,-0.81,18.85,4.68,6,50.0,1.7,1.59,23.53,26.47,33.75
KATMR,BURCE,2,48,14.58,0.39,18.18,-3.6,8,50.0,2.78,2.56,24.17,25.83,33.75
KIMMR,KLRHO,2,24,29.17,0.8,15.28,13.89,8,50.0,-0.69,-1.76,28.33,21.67,33.75
ISSEN,IEYHO,4,10,10.0,-1.06,19.72,-9.72,6,50.0,1.89,1.85,7.98,42.02,33.74
PENTA,YKBNK,1,18,11.11,0.27,13.47,-2.35,6,50.0,2.17,2.53,11.2,38.8,33.74
SMRTG,YKSLN,1,23,13.04,0.17,12.43,0.62,13,46.15,1.21,-0.32,10.79,35.37,33.74
MSGYO,ADGYO,5,22,4.55,-0.19,10.19,-5.64,16,50.0,1.58,2.43,15.19,34.81,33.74
INDES,QUAGR,1,22,4.55,-0.22,10.1,-5.55,6,50.0,3.6,2.68,15.35,34.65,33.74
BASGZ,ALGYO,3,19,10.53,0.74,10.1,0.43,10,50.0,2.06,1.97,20.08,29.92,33.74
AVPGY,ALGYO,5,11,18.18,0.75,9.74,8.44,4,50.0,2.26,2.77,20.25,29.75,33.74
SURGY,IHAAS,2,21,14.29,-0.1,17.59,-3.3,15,46.67,2.7,2.85,24.17,22.5,33.74
UFUK,KTLEV,2,44,22.73,-0.01,20.8,1.93,28,46.43,2.01,0.75,28.23,18.2,33.74
BEGYO,FMIZP,5,31,9.68,-0.24,15.17,-5.49,4,50.0,2.71,3.02,8.86,41.14,33.73
GOLTS,EGEPO,5,32,18.75,0.7,18.69,0.06,4,50.0,2.0,3.04,12.66,37.34,33.73
GARAN,YGGYO,1,25,8.0,0.29,8.91,-0.91,6,50.0,2.8,2.72,12.86,37.14,33.73
SAFKR,BRSAN,1,43,11.63,-0.47,13.07,-1.44,15,46.67,2.26,2.42,18.26,28.41,33.73
ASGYO,ARDYZ,3,8,25.0,0.08,19.09,5.91,4,50.0,1.8,2.18,21.76,28.24,33.73
CATES,OZRDN,3,26,26.92,0.57,14.26,12.67,11,45.45,1.15,0.74,28.87,16.58,33.73
HOROZ,TRHOL,2,25,28.0,1.08,26.39,1.61,11,45.45,2.37,2.55,30.83,14.62,33.73
KLSER,BASGZ,3,21,9.52,0.01,12.67,-3.15,4,50.0,2.49,2.55,7.11,42.89,33.72
VESTL,AHGAZ,1,18,5.56,0.49,10.3,-4.74,6,50.0,3.12,2.63,12.86,37.14,33.72
GOLTS,PKART,2,30,23.33,0.79,17.46,5.87,4,50.0,1.06,1.56,14.58,35.42,33.72
AKGRT,GMTAS,3,24,8.33,-0.03,15.05,-6.72,4,50.0,3.71,2.78,15.06,34.94,33.72
BESLR,EGPRO,1,33,15.15,0.38,13.61,1.54,8,50.0,1.41,2.06,15.77,34.23,33.72
DNISI,OFSYM,4,37,13.51,-0.68,13.4,0.11,8,50.0,1.8,1.86,15.97,34.03,33.72
AKGRT,CRFSA,4,24,16.67,-0.32,12.35,4.32,4,50.0,3.13,3.88,22.27,27.73,33.72
AKENR,DMRGD,2,39,15.38,0.04,14.4,0.98,15,46.67,2.11,0.58,21.67,25.0,33.72
AEFES,ATAKP,4,23,8.7,-0.27,8.96,-0.27,6,50.0,1.99,2.54,7.56,42.44,33.71
BRISA,MGROS,2,19,10.53,0.8,9.13,1.4,4,50.0,2.32,2.21,7.92,42.08,33.71
MARBL,ANHYT,3,39,5.13,-0.05,16.1,-10.98,8,50.0,2.02,1.99,9.21,40.79,33.71
TRCAS,SELEC,3,36,16.67,0.57,12.33,4.34,6,50.0,1.94,2.78,18.41,31.59,33.71
KLSER,ALGYO,4,21,19.05,0.84,9.92,9.13,4,50.0,2.04,2.6,20.17,29.83,33.71
AVPGY,INGRM,5,10,0.0,0.19,12.97,-12.97,4,50.0,3.98,3.5,8.86,41.14,33.7
ONRYT,YEOTK,4,29,10.34,-1.02,16.07,-5.73,10,50.0,2.02,1.88,19.51,30.49,33.7
ULUUN,PRZMA,2,18,5.56,-1.68,14.43,-8.87,6,50.0,4.78,5.88,25.42,24.58,33.7
BAKAB,EFOR,4,15,13.33,0.29,17.92,-4.58,17,47.06,2.49,1.32,22.92,24.14,33.7
OTKAR,KTLEV,4,14,14.29,-0.04,20.8,-6.51,10,50.0,2.69,3.01,28.46,21.54,33.7
PRKAB,OZRDN,1,28,10.71,-0.26,14.4,-3.68,22,50.0,2.52,2.43,28.63,21.37,33.7
CLEBI,DOGUB,3,42,21.43,0.56,16.7,4.73,8,50.0,2.43,3.22,32.22,17.78,33.7
BYDNR,TRHOL,2,25,24.0,1.24,26.39,-2.39,22,45.45,2.71,2.0,30.83,14.62,33.7
ISCTR,PINSU,3,14,7.14,-0.91,13.66,-6.52,4,50.0,3.01,3.22,8.79,41.21,33.69
AVPGY,ISBTR,1,12,25.0,1.55,19.21,5.79,4,50.0,0.65,1.4,13.28,36.72,33.69
AFYON,PAPIL,5,12,25.0,-0.78,26.44,-1.44,4,50.0,1.37,0.7,14.35,35.65,33.69
KNFRT,KRONT,1,36,22.22,0.21,19.53,2.7,17,47.06,0.46,0.8,18.67,28.39,33.69
VKGYO,TKFEN,2,19,21.05,0.06,14.82,6.23,6,50.0,1.64,2.29,22.08,27.92,33.69
SAFKR,ALGYO,2,44,9.09,-0.08,10.08,-0.99,15,46.67,2.8,1.89,20.0,26.67,33.69
AEFES,MANAS,3,23,26.09,0.44,21.58,4.5,6,50.0,2.55,2.65,32.64,17.36,33.69
FZLGY,BURVA,4,27,14.81,-0.31,17.93,-3.11,10,50.0,3.41,2.74,34.45,15.55,33.69
AFYON,OYYAT,3,12,8.33,0.72,9.15,-0.81,4,50.0,2.96,2.52,9.62,40.38,33.68
MNDRS,ODAS,4,28,7.14,-0.02,9.76,-2.62,6,50.0,2.85,2.83,12.61,37.39,33.68
BORSK,TKFEN,1,21,4.76,0.16,14.79,-10.03,14,50.0,2.42,3.44,21.99,28.01,33.68
SNPAM,METRO,1,76,19.74,0.71,13.66,6.07,8,50.0,1.2,2.14,22.41,27.59,33.68
ISCTR,EDATA,3,14,21.43,0.79,18.61,2.81,4,50.0,2.66,3.2,22.59,27.41,33.68
DOHOL,LIDER,2,9,33.33,0.91,18.77,14.56,4,50.0,-0.32,0.25,23.33,26.67,33.68
HOROZ,PRZMA,1,25,16.0,0.42,14.4,1.6,13,46.15,2.61,2.44,25.31,20.84,33.68
REEDR,KERVN,4,23,21.74,-0.16,17.33,4.41,15,46.67,1.53,1.29,26.47,20.2,33.68
LILAK,MIATK,5,17,0.0,-0.62,18.76,-18.76,9,55.56,0.82,3.06,13.08,42.48,33.67
GOLTS,AYGAZ,1,31,9.68,0.3,9.31,0.37,4,50.0,2.89,3.44,10.79,39.21,33.67
GWIND,DAGI,5,12,8.33,-0.23,17.89,-9.56,4,50.0,3.13,2.38,10.97,39.03,33.67
KIMMR,BSOKE,1,38,7.89,-0.33,20.0,-12.11,8,50.0,2.22,2.04,13.69,36.31,33.67
EKGYO,ENERY,1,26,15.38,0.52,13.21,2.17,6,50.0,1.78,2.04,14.52,35.48,33.67
NTHOL,BIOEN,1,27,18.52,0.42,12.23,6.29,4,50.0,1.62,1.85,14.52,35.48,33.67
TABGD,YEOTK,4,17,17.65,-0.17,16.07,1.58,4,50.0,2.87,3.11,19.51,30.49,33.67
FENER,MTRKS,1,47,19.15,0.74,17.75,1.4,11,45.45,1.52,2.95,15.77,29.69,33.67
NATEN,OZATD,5,15,26.67,0.83,16.98,9.69,4,50.0,1.32,2.64,23.01,26.99,33.67
NTHOL,KERVN,1,27,18.52,0.42,17.43,1.09,4,50.0,3.69,3.59,26.14,23.86,33.67
PKART,DMRGD,5,35,17.14,0.41,14.4,2.74,20,45.0,2.26,2.2,21.52,23.48,33.67
PEKGY,BURCE,5,68,14.71,0.08,18.29,-3.58,15,46.67,2.58,0.0,24.05,22.62,33.67
TMSN,DURDO,1,33,18.18,0.46,16.57,1.61,4,50.0,1.74,1.98,11.62,38.38,33.66
VKGYO,PRKME,3,19,10.53,-0.15,9.74,0.78,6,50.0,2.3,3.08,12.55,37.45,33.66
MARBL,KORDS,3,40,7.5,0.34,8.12,-0.62,8,50.0,2.38,1.76,14.57,35.43,33.66
KRVGD,MERCN,5,13,7.69,-0.52,18.36,-10.67,6,50.0,3.16,3.49,15.61,34.39,33.66
EKGYO,KONTR,2,26,19.23,0.95,15.02,4.21,6,50.0,1.23,1.35,15.83,34.17,33.66
VAKBN,GUBRF,5,16,12.5,-0.35,13.77,-1.27,6,50.0,2.69,2.87,16.88,33.12,33.66
CMBTN,RUBNS,5,55,14.55,-0.47,13.37,1.17,6,50.0,2.3,2.69,16.88,33.12,33.66
AFYON,ARSAN,1,12,8.33,-0.67,13.21,-4.88,4,50.0,4.15,3.05,18.67,31.33,33.66
ALFAS,TGSAS,5,29,13.79,-0.08,19.96,-6.17,11,45.45,2.24,2.83,14.77,30.69,33.66
TERA,TCKRC,5,61,14.75,-0.49,15.44,-0.69,17,47.06,1.67,2.59,18.41,28.65,33.66
EGEPO,BURCE,2,44,22.73,0.46,18.18,4.55,8,50.0,1.18,2.53,24.17,25.83,33.66
LOGO,ODINE,1,16,18.75,-1.94,20.29,-1.54,4,50.0,3.84,3.61,26.75,23.25,33.66
ALKIM,DOGUB,5,15,20.0,-0.01,16.77,3.23,6,50.0,3.45,3.68,32.49,17.51,33.66
PGSUS,BURVA,1,13,23.08,2.12,18.22,4.86,4,50.0,3.8,4.06,34.44,15.56,33.66
NATEN,KTSKR,4,40,15.0,0.42,10.91,4.09,4,50.0,2.15,3.1,13.45,36.55,33.65
NTHOL,FZLGY,5,21,23.81,0.8,17.6,6.21,4,50.0,0.94,1.84,14.77,35.23,33.65
THYAO,INFO,2,14,14.29,-0.11,16.21,-1.92,4,50.0,3.69,2.7,21.2,28.8,33.65
ONRYT,TKFEN,5,29,3.45,-1.09,14.71,-11.26,10,50.0,3.29,4.05,22.36,27.64,33.65
DARDL,ICBCT,2,32,6.25,-1.04,13.69,-7.44,4,50.0,3.26,1.94,10.0,40.0,33.64
TBORG,EGGUB,1,28,14.29,-0.23,14.85,-0.57,4,50.0,2.46,2.85,12.03,37.97,33.64
BRISA,EGGUB,4,21,14.29,-0.08,14.74,-0.46,4,50.0,2.48,3.33,12.18,37.82,33.64
TRCAS,TNZTP,1,37,18.92,-0.0,14.6,4.32,6,50.0,0.8,2.0,12.45,37.55,33.64
BEGYO,LIDFA,1,31,12.9,0.24,14.79,-1.89,4,50.0,2.74,3.0,12.75,37.25,33.64
BEGYO,ADGYO,5,31,16.13,0.47,10.19,5.94,4,50.0,2.04,2.46,15.19,34.81,33.64
GOLTS,EGPRO,2,32,21.88,-0.21,13.64,8.24,4,50.0,1.13,0.95,15.83,34.17,33.64
PKENT,CANTE,2,52,13.46,0.33,10.87,2.59,11,45.45,1.65,1.12,12.08,33.37,33.64
LMKDC,HALKB,4,25,12.0,0.07,11.16,0.84,6,50.0,2.76,3.42,17.65,32.35,33.64
BRISA,KRONT,3,21,19.05,0.19,19.6,-0.56,4,50.0,2.73,3.97,18.83,31.17,33.64
AEFES,SEGMN,2,11,9.09,0.72,10.71,-1.62,6,50.0,3.47,2.29,19.42,30.58,33.64
ISGYO,GEREL,2,25,28.0,1.31,18.38,9.62,6,50.0,0.01,2.13,19.58,30.42,33.64
ISCTR,TURSG,1,14,14.29,0.85,14.99,-0.7,4,50.0,2.09,2.13,9.31,40.69,33.63
ISCTR,POLTK,4,13,15.38,-0.79,17.13,-1.75,4,50.0,2.55,1.3,13.87,36.13,33.63
LMKDC,BRKVY,4,25,20.0,-0.39,22.22,-2.22,6,50.0,1.38,0.78,14.71,35.29,33.63
LMKDC,FORTE,5,14,14.29,-0.16,13.67,0.61,6,50.0,2.43,1.93,17.3,32.7,33.63
PENTA,HALKB,1,18,11.11,0.15,11.09,0.02,6,50.0,2.98,2.19,17.84,32.16,33.63
CRDFA,DOGUB,2,65,12.31,-0.03,16.67,-4.36,33,51.52,2.17,3.02,32.08,19.43,33.63
EGPRO,TRHOL,2,29,24.14,0.64,26.39,-2.25,11,45.45,2.98,2.55,30.83,14.62,33.63
GWIND,CCOLA,5,12,16.67,0.13,9.54,7.12,4,50.0,1.22,2.14,10.55,39.45,33.62
KLSER,AYEN,2,20,10.0,-0.45,9.52,0.48,4,50.0,3.14,2.94,13.33,36.67,33.62
ALFAS,DOKTA,1,29,10.34,-0.53,10.89,-0.55,11,45.45,1.92,2.99,9.13,36.33,33.62
LOGO,A1CAP,2,22,18.18,0.22,11.26,6.92,4,50.0,1.63,1.42,15.0,35.0,33.62
YGGYO,GMTAS,3,13,7.69,-1.56,15.05,-7.36,10,50.0,1.73,2.38,15.06,34.94,33.62
GOKNR,ATATP,5,21,4.76,-0.65,19.16,-14.4,7,57.14,1.59,3.33,23.21,33.94,33.62
ATAKP,RUBNS,2,11,9.09,-1.14,13.29,-4.2,6,50.0,3.09,2.21,16.67,33.33,33.62
ENERY,PKART,1,29,20.69,0.53,17.43,3.26,11,45.45,0.93,-0.88,14.52,30.93,33.62
TNZTP,ASTOR,5,32,9.38,-0.03,12.57,-3.2,12,50.0,1.81,2.32,22.36,27.64,33.62
LYDYE,ATATP,1,85,16.47,-0.27,19.8,-3.33,20,45.0,2.87,2.67,23.65,21.35,33.62
DZGYO,MANAS,3,45,22.22,0.27,21.58,0.64,8,50.0,2.74,2.37,32.64,17.36,33.62
ISKPL,TRHOL,1,31,25.81,0.07,26.34,-0.53,31,45.16,2.51,1.66,30.71,14.46,33.62
GOLTS,PINSU,5,32,6.25,0.32,13.72,-7.47,4,50.0,3.09,1.63,8.86,41.14,33.61
AKGRT,KATMR,2,24,20.83,0.7,16.47,4.37,4,50.0,0.97,1.5,10.83,39.17,33.61
BRISA,DESA,5,21,19.05,-0.28,13.52,5.53,4,50.0,1.11,1.19,10.97,39.03,33.61
DARDL,EKSUN,1,34,11.76,0.3,8.48,3.28,4,50.0,2.34,2.44,11.2,38.8,33.61
THYAO,ALKA,1,14,21.43,1.52,15.38,6.04,4,50.0,0.83,1.93,11.62,38.38,33.61
NTHOL,BAKAB,4,26,15.38,-0.38,14.14,1.24,4,50.0,2.36,1.59,13.45,36.55,33.61
YATAS,BARMA,2,9,11.11,0.38,7.61,3.5,6,50.0,2.13,2.42,14.17,35.83,33.61
TBORG,ADGYO,2,19,5.26,-0.59,10.19,-4.92,4,50.0,4.04,4.06,15.0,35.0,33.61
KLSER,AYCES,3,20,15.0,-0.49,12.33,2.67,4,50.0,2.65,3.44,16.32,33.68,33.61
AVPGY,KRONT,5,11,9.09,0.37,19.28,-10.19,4,50.0,4.06,3.09,18.99,31.01,33.61
AKGRT,ALKLC,1,11,18.18,0.86,17.43,0.75,4,50.0,3.04,2.43,20.99,29.01,33.61
AVPGY,DMRGD,5,11,18.18,0.21,14.4,3.78,4,50.0,2.81,2.6,21.52,28.48,33.61
BARMA,NETAS,2,14,14.29,-1.01,16.47,-2.18,11,45.45,2.5,1.21,17.5,27.95,33.61
GLCVY,METRO,1,35,11.43,-0.1,13.66,-2.23,8,50.0,2.87,2.85,22.41,27.59,33.61
TURGG,KAPLM,5,57,14.04,-0.4,18.76,-4.73,11,45.45,3.07,1.59,21.52,23.94,33.61
RAYSG,DARDL,4,51,13.73,-0.4,12.35,1.37,4,50.0,1.94,2.74,8.82,41.18,33.6
LOGO,GOZDE,1,22,13.64,0.12,13.66,-0.03,4,50.0,2.13,2.5,9.13,40.87,33.6
THYAO,VAKKO,3,13,15.38,0.04,11.13,4.25,4,50.0,1.71,2.05,10.88,39.12,33.6
EGEPO,AYDEM,2,43,13.95,-0.14,12.9,1.06,8,50.0,1.1,2.76,12.5,37.5,33.6
VESTL,BARMA,4,8,12.5,-0.2,7.61,4.89,4,50.0,2.43,3.0,13.87,36.13,33.6
YIGIT,BYDNR,1,23,17.39,0.91,12.08,5.31,6,50.0,1.54,1.65,17.43,32.57,33.6
TSPOR,GESAN,2,31,9.68,-0.54,15.48,-5.8,8,50.0,2.44,2.45,17.5,32.5,33.6
KSTUR,SARKY,5,108,5.56,-0.59,8.95,-3.39,12,50.0,2.08,2.54,20.68,29.32,33.6
EGGUB,CRDFA,3,41,14.63,0.18,21.78,-7.15,10,50.0,1.74,1.79,22.18,27.82,33.6
ICBCT,KLSYN,5,32,9.38,-0.79,15.17,-5.79,11,45.45,3.29,2.04,18.57,26.89,33.6
BRISA,KRGYO,4,21,4.76,-0.79,17.66,-12.9,4,50.0,2.99,1.48,6.72,43.28,33.59
TMSN,PINSU,3,33,9.09,0.56,13.66,-4.57,4,50.0,2.69,2.54,8.79,41.21,33.59
NATEN,TNZTP,4,40,12.5,-0.2,14.48,-1.98,4,50.0,2.74,2.05,12.61,37.39,33.59
ALKIM,ADESE,1,16,12.5,-0.63,16.96,-4.46,6,50.0,2.11,2.86,12.86,37.14,33.59
GOODY,KOCMT,2,12,8.33,0.38,10.62,-2.29,6,50.0,2.93,4.45,14.88,35.12,33.59
AVPGY,AKSEN,5,10,10.0,0.25,8.38,1.62,4,50.0,3.26,3.78,15.19,34.81,33.59
DNISI,BAHKM,4,29,10.34,-1.17,12.46,-2.11,8,50.0,3.07,2.7,22.92,27.08,33.59
GARFA,CVKMD,1,53,16.98,0.47,18.74,-1.76,8,50.0,2.28,2.74,23.65,26.35,33.59
AYGAZ,ALCAR,2,11,0.0,-1.51,13.1,-13.1,6,50.0,3.11,1.83,7.92,42.08,33.58
EKGYO,AYGAZ,3,25,8.0,0.15,9.15,-1.15,6,50.0,2.44,2.81,10.88,39.12,33.58
PGSUS,ADESE,2,13,7.69,-0.39,17.0,-9.3,4,50.0,3.36,2.69,12.5,37.5,33.58
ENKAI,MRGYO,2,14,14.29,1.05,18.97,-4.69,4,50.0,2.76,2.86,14.58,35.42,33.58
PGSUS,AYCES,2,12,16.67,1.2,12.3,4.37,4,50.0,2.23,2.11,16.25,33.75,33.58
BESLR,GESAN,1,33,18.18,-0.11,15.64,2.54,8,50.0,1.03,2.11,17.43,32.57,33.58
GWIND,NETAS,1,13,15.38,-1.1,16.63,-1.25,4,50.0,2.99,1.81,17.43,32.57,33.58
GWIND,GZNMI,5,12,25.0,1.47,18.56,6.44,4,50.0,1.44,1.13,20.25,29.75,33.58
NATEN,METRO,4,40,17.5,0.14,13.55,3.95,4,50.0,3.02,2.37,22.69,27.31,33.58
SONME,DITAS,5,66,16.67,0.65,15.97,0.7,19,47.37,1.99,2.42,24.47,22.9,33.58
CRDFA,TRHOL,5,64,25.0,0.3,26.35,-1.35,32,46.88,2.03,2.86,31.22,15.65,33.58
LMKDC,AYGAZ,3,25,8.0,0.14,9.15,-1.15,6,50.0,2.43,2.34,10.88,39.12,33.57
GWIND,PETKM,5,12,8.33,-0.24,8.98,-0.65,4,50.0,3.12,2.59,11.39,38.61,33.57
LILAK,RUBNS,4,17,5.88,0.77,13.35,-7.46,8,50.0,2.84,1.8,16.81,33.19,33.57
SASA,ARASE,2,27,7.41,-0.6,10.47,-3.07,11,45.45,2.84,2.58,13.33,32.12,33.57
TBORG,ANELE,5,28,21.43,-0.1,15.57,5.86,4,50.0,2.76,2.39,26.16,23.84,33.57
AHGAZ,KLRHO,3,18,16.67,0.22,15.28,1.39,12,50.0,1.48,3.02,28.45,21.55,33.57
BRKVY,DOGUB,3,74,12.16,0.13,16.7,-4.54,21,52.38,1.85,3.02,32.22,20.16,33.57
NATEN,AKBNK,4,40,12.5,0.52,10.96,1.54,4,50.0,2.51,2.54,12.18,37.82,33.56
YYLGD,KAREL,4,13,15.38,0.94,11.95,3.43,6,50.0,1.61,2.27,14.71,35.29,33.56
PLTUR,KBORU,1,32,9.38,-1.41,10.67,-1.29,6,50.0,2.82,2.84,15.23,34.77,33.56
ALCAR,TRENJ,4,42,16.67,0.26,14.14,2.52,6,50.0,1.92,3.04,17.65,32.35,33.56
RUBNS,HEDEF,2,28,17.86,0.05,19.76,-1.91,22,50.0,1.4,2.93,28.05,21.95,33.56
AYGAZ,DOGUB,2,11,27.27,1.1,16.67,10.61,6,50.0,1.62,2.63,32.08,17.92,33.56
AVPGY,INDES,5,10,10.0,0.49,11.98,-1.98,4,50.0,2.72,2.58,10.13,39.87,33.55
BEGYO,HOROZ,5,29,17.24,0.74,16.36,0.88,4,50.0,1.82,1.9,11.3,38.7,33.55
AEFES,POLTK,4,23,21.74,0.5,17.13,4.61,6,50.0,0.52,0.48,13.87,36.13,33.55
THYAO,SURGY,3,9,11.11,0.9,15.01,-3.9,4,50.0,3.1,1.9,14.11,35.89,33.55
ULUUN,HATSN,2,12,8.33,-2.52,9.12,-0.78,6,50.0,2.81,3.87,14.17,35.83,33.55
SAHOL,GMTAS,3,14,0.0,-0.63,15.05,-15.05,6,50.0,4.04,3.62,15.06,34.94,33.55
NATEN,HURGZ,5,40,10.0,-0.15,14.97,-4.97,4,50.0,3.45,3.2,15.61,34.39,33.55
ALKIM,PATEK,3,13,23.08,1.54,23.94,-0.86,6,50.0,1.39,3.11,18.26,31.74,33.55
IZENR,GUNDG,1,21,19.05,0.27,17.0,2.04,11,54.55,1.17,3.27,39.09,15.45,33.55
MRSHL,ULUUN,5,55,7.27,-0.7,9.15,-1.87,8,50.0,1.74,2.26,10.13,39.87,33.54
BRISA,CANTE,4,21,9.52,-0.67,10.71,-1.19,4,50.0,2.99,2.8,11.76,38.24,33.54
PGSUS,TUPRS,3,12,16.67,1.54,7.16,9.51,4,50.0,1.19,1.29,12.55,37.45,33.54
INVEO,MOGAN,1,22,4.55,-0.2,7.71,-3.17,8,50.0,3.06,2.41,17.28,32.72,33.54
BRISA,HALKB,5,21,14.29,0.12,11.18,3.11,4,50.0,2.84,3.33,17.72,32.28,33.54
KLKIM,MOBTL,3,26,11.54,0.47,16.83,-5.29,8,50.0,2.39,2.44,19.25,30.75,33.54
MSGYO,BYDNR,2,35,11.43,-0.19,12.1,-0.67,15,46.67,2.06,0.68,17.5,29.17,33.54
RAYSG,METRO,4,51,15.69,-0.45,13.55,2.14,4,50.0,3.41,2.2,22.69,27.31,33.54
CEMAS,OZRDN,1,59,10.17,-0.03,14.4,-4.23,16,50.0,2.49,2.84,28.63,21.37,33.54
SMRTG,OZRDN,1,23,17.39,0.45,14.4,2.99,13,46.15,2.64,1.12,28.63,17.52,33.54
JANTS,TSPOR,5,38,7.89,-0.9,11.78,-3.88,6,50.0,1.98,1.57,7.59,42.41,33.53
ATAKP,DARDL,1,11,9.09,0.89,12.48,-3.38,6,50.0,1.97,2.15,8.71,41.29,33.53
PENTA,LIDFA,4,18,11.11,0.1,14.68,-3.57,6,50.0,2.26,2.09,12.9,37.1,33.53
ALKIM,SURGY,2,13,7.69,0.42,15.01,-7.32,6,50.0,2.87,2.7,14.05,35.95,33.53
ENJSA,MEKAG,4,12,16.67,-1.42,18.28,-1.61,4,50.0,2.41,2.2,14.58,35.42,33.53
RAYSG,IZMDC,4,51,11.76,-0.82,9.76,2.0,4,50.0,3.05,2.77,15.97,34.03,33.53
TMSN,MOGAN,1,16,18.75,0.34,7.71,11.04,4,50.0,1.39,1.44,17.28,32.72,33.53
MERIT,RALYH,1,48,16.67,0.79,18.34,-1.68,8,50.0,1.84,2.74,20.33,29.67,33.53
KLSER,RALYH,3,21,9.52,0.27,18.42,-8.89,4,50.0,4.15,3.1,20.5,29.5,33.53
LOGO,LIDER,5,22,22.73,1.07,18.89,3.84,4,50.0,2.37,1.77,23.21,26.79,33.53
MRGYO,METRO,2,52,19.23,0.43,13.69,5.54,15,46.67,1.12,0.69,22.5,24.17,33.53
HOROZ,ODINE,1,25,24.0,0.33,20.29,3.71,13,46.15,1.43,2.92,26.75,19.4,33.53
PCILT,DOGUB,3,41,21.95,0.93,16.7,5.25,20,45.0,2.7,1.04,32.22,12.78,33.53
GWIND,ALKA,5,12,16.67,0.92,15.11,1.56,4,50.0,1.82,1.74,11.39,38.61,33.52
GOLTS,GLYHO,3,32,18.75,-0.3,13.66,5.09,4,50.0,1.29,1.71,12.13,37.87,33.52
AFYON,PEKGY,5,12,8.33,-2.4,20.68,-12.34,4,50.0,3.71,3.1,16.03,33.97,33.52
ASUZU,GRTHO,5,13,15.38,-0.42,28.15,-12.77,4,50.0,2.99,4.36,17.72,32.28,33.52
GOLTS,SELEC,1,31,19.35,0.28,12.48,6.88,4,50.0,1.85,1.77,18.26,31.74,33.52
CATES,FZLGY,5,12,16.67,0.93,17.6,-0.93,11,45.45,1.76,2.21,14.77,30.69,33.52
GWIND,ATATP,5,12,25.0,1.15,19.16,5.84,4,50.0,1.86,1.72,23.21,26.79,33.52
